user_id,audio_1,audio_2,rt,StimID,Category,Species,Trait,AnimalStrength,correct,GoodAudio,BadAudio,date,musicEnjoy,musicListen,gender,age,country,language,musicSkill,musicMakeTime,musicLessons,musicListenTime,education,expert,lessonsPeers,musicTheory,income
2350,animalSounds_017,animalSounds_018,2345,i,Frog,Midwife toad,Frequency,72,0,animalSounds_017,animalSounds_018,9/6/2023 17:51,827,243,Male,40,Hungary,Hungarian,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2350,animalSounds_065,animalSounds_062,832,eee,Bird,Zebra finch,Development,70,1,animalSounds_065,animalSounds_062,9/6/2023 17:51,827,243,Male,40,Hungary,Hungarian,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2350,animalSounds_122,animalSounds_123,886,rs,Mammal,Singing mouse,Rate,78,1,animalSounds_122,animalSounds_123,9/6/2023 17:51,827,243,Male,40,Hungary,Hungarian,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2350,animalSounds_065,animalSounds_062,702,eee,Bird,Zebra finch,Development,70,1,animalSounds_065,animalSounds_062,9/6/2023 17:51,827,243,Male,40,Hungary,Hungarian,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2351,animalSounds_102,animalSounds_103,2687,de,Mammal,Gelada,Complexity,55,0,animalSounds_102,animalSounds_103,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_059,animalSounds_060,3260,xx,Bird,Zebra finch,Context,56,0,animalSounds_059,animalSounds_060,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_140,animalSounds_141,765,bcd,Bird,Swamp sparrow,Development,64,1,animalSounds_140,animalSounds_141,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_025,animalSounds_026,648,m,Insect,Pacific field cricket,Complexity,80,0,animalSounds_025,animalSounds_026,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_082,animalSounds_083,1856,ttt,Mammal,Gelada,Complexity,55,0,animalSounds_082,animalSounds_083,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_017,animalSounds_018,2646,i,Frog,Midwife toad,Frequency,72,1,animalSounds_017,animalSounds_018,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_003,animalSounds_004,783,b,Insect,Pacific field cricket,Complexity,80,0,animalSounds_003,animalSounds_004,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2351,animalSounds_100,animalSounds_101,3462,cd,Mammal,Gelada,Complexity,55,0,animalSounds_100,animalSounds_101,9/6/2023 17:55,959,780,Female,33,Canada,English,NA,NA,NA,NA,Some graduate school,1,NA,NA,NA
2363,animalSounds_051,animalSounds_052,2429,tt,Bird,Zebra finch,Individuals,67,0,animalSounds_051,animalSounds_052,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_063,animalSounds_064,5064,zz,Bird,Zebra finch,Development,70,1,animalSounds_063,animalSounds_064,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_051,animalSounds_052,1586,tt,Bird,Zebra finch,Individuals,67,1,animalSounds_051,animalSounds_052,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_082,animalSounds_083,1122,ttt,Mammal,Gelada,Complexity,55,1,animalSounds_082,animalSounds_083,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_035,animalSounds_036,2639,z,Frog,Colorado dwarf frog,Adornment,75,0,animalSounds_035,animalSounds_036,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_023,animalSounds_024,402,l,Insect,Pacific field cricket,Complexity,80,0,animalSounds_023,animalSounds_024,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_194,animalSounds_195,3324,ap,Insect,Fruitfly,Rhythm,57,0,animalSounds_195,animalSounds_194,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_025,animalSounds_026,1640,m,Insect,Pacific field cricket,Complexity,80,0,animalSounds_025,animalSounds_026,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_115,animalSounds_113,600,lm,Bird,Canary,Adornment,90,1,animalSounds_115,animalSounds_113,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_194,animalSounds_195,644,ap,Insect,Fruitfly,Rhythm,57,1,animalSounds_195,animalSounds_194,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_071,animalSounds_074,350,nnn,Frog,Green tree frog,Frequency,75,1,animalSounds_071,animalSounds_074,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_027,animalSounds_030,1387,q,Frog,Tungara frog,Individuals,85,1,animalSounds_027,animalSounds_030,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_120,animalSounds_121,1297,qr,Mammal,Singing mouse,Rate,78,0,animalSounds_120,animalSounds_121,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_078,animalSounds_079,2952,rrr,Mammal,Gelada,Complexity,55,0,animalSounds_078,animalSounds_079,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2363,animalSounds_017,animalSounds_018,1236,i,Frog,Midwife toad,Frequency,72,1,animalSounds_017,animalSounds_018,9/6/2023 19:48,1000,882,Female,24,Italy,Italian,NA,NA,NA,NA,Other (specify on next page),1,NA,NA,NA
2366,animalSounds_007,animalSounds_008,779,d,Frog,Gray treefrog,Rate,NA,0,animalSounds_007,animalSounds_008,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_071,animalSounds_074,879,nnn,Frog,Green tree frog,Frequency,75,0,animalSounds_071,animalSounds_074,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_100,animalSounds_101,1485,cd,Mammal,Gelada,Complexity,55,0,animalSounds_100,animalSounds_101,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_142,animalSounds_143,1109,cde,Bird,Swamp sparrow,Development,64,1,animalSounds_142,animalSounds_143,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_035,animalSounds_036,3056,z,Frog,Colorado dwarf frog,Adornment,75,1,animalSounds_035,animalSounds_036,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_126,animalSounds_127,774,tu,Mammal,Singing mouse,Rate,78,1,animalSounds_126,animalSounds_127,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_025,animalSounds_026,777,m,Insect,Pacific field cricket,Complexity,80,0,animalSounds_025,animalSounds_026,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_152,animalSounds_153,1029,hij,Bird,Song sparrow,Individuals,82,1,animalSounds_152,animalSounds_153,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_073,animalSounds_072,662,mmm,Frog,Green tree frog,Rate,77,1,animalSounds_073,animalSounds_072,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_003,animalSounds_004,834,b,Insect,Pacific field cricket,Complexity,80,0,animalSounds_003,animalSounds_004,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_126,animalSounds_127,726,tu,Mammal,Singing mouse,Rate,78,1,animalSounds_126,animalSounds_127,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2366,animalSounds_102,animalSounds_103,1828,de,Mammal,Gelada,Complexity,55,0,animalSounds_102,animalSounds_103,9/6/2023 19:54,790,712,Female,34,Switzerland,English,NA,NA,NA,NA,Completed graduate school,0,NA,NA,NA
2360,animalSounds_130,animalSounds_131,3842,vw,Mammal,Singing mouse,Rate,78,1,animalSounds_130,animalSounds_131,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_180,animalSounds_181,1284,ac,Bird,Song sparrow,Individuals,69,1,animalSounds_180,animalSounds_181,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_067,animalSounds_064,673,fff,Bird,Zebra finch,Development,70,1,animalSounds_067,animalSounds_064,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_094,animalSounds_095,697,zzz,Mammal,Gelada,Complexity,55,1,animalSounds_094,animalSounds_095,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_102,animalSounds_103,628,de,Mammal,Gelada,Complexity,55,1,animalSounds_102,animalSounds_103,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_027,animalSounds_029,1700,p,Frog,Tungara frog,Individuals,80,1,animalSounds_027,animalSounds_029,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_194,animalSounds_195,212,ap,Insect,Fruitfly,Rhythm,57,1,animalSounds_195,animalSounds_194,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_033,animalSounds_031,1188,w,Frog,Tungara frog,Adornment,60,0,animalSounds_033,animalSounds_031,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2360,animalSounds_071,animalSounds_072,1633,kkk,Frog,Green tree frog,Rate,73,1,animalSounds_071,animalSounds_072,9/6/2023 20:50,1000,313,Male,36,Hungary,Italian,NA,NA,NA,NA,Completed graduate school,1,NA,NA,NA
2383,animalSounds_092,animalSounds_093,597,yyy,Mammal,Gelada,Complexity,55,1,animalSounds_092,animalSounds_093,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_034,animalSounds_033,1144,y,Frog,Tungara frog,Adornment,55,1,animalSounds_034,animalSounds_033,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_071,animalSounds_072,607,kkk,Frog,Green tree frog,Rate,73,1,animalSounds_071,animalSounds_072,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_180,animalSounds_181,498,ac,Bird,Song sparrow,Individuals,69,1,animalSounds_180,animalSounds_181,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_071,animalSounds_072,551,kkk,Frog,Green tree frog,Rate,73,1,animalSounds_071,animalSounds_072,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_104,animalSounds_105,517,ef,Mammal,Gelada,Complexity,55,0,animalSounds_104,animalSounds_105,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_015,animalSounds_016,317,h,Insect,Bow-winged grasshopper,AmplitudeModulation,93,0,animalSounds_015,animalSounds_016,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2383,animalSounds_063,animalSounds_070,351,ddd,Bird,Zebra finch,Development,70,0,animalSounds_063,animalSounds_070,9/6/2023 23:16,1000,1000,Male,22,Canada,English,NA,NA,NA,NA,Completed high school<br>(secondary school),1,NA,NA,NA
2390,animalSounds_063,animalSounds_070,739,ddd,Bird,Zebra finch,Development,70,1,animalSounds_063,animalSounds_070,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_112,animalSounds_114,1019,jk,Bird,Canary,Rate,75,1,animalSounds_112,animalSounds_114,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_031,animalSounds_032,3959,t,Frog,Tungara frog,Adornment,84,1,animalSounds_031,animalSounds_032,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_013,animalSounds_014,634,g,Insect,Bow-winged grasshopper,Rate,71,1,animalSounds_013,animalSounds_014,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_025,animalSounds_026,534,m,Insect,Pacific field cricket,Complexity,80,1,animalSounds_025,animalSounds_026,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_021,animalSounds_022,625,k,Insect,Pacific field cricket,Complexity,80,1,animalSounds_021,animalSounds_022,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_021,animalSounds_022,984,k,Insect,Pacific field cricket,Complexity,80,1,animalSounds_021,animalSounds_022,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_027,animalSounds_029,861,p,Frog,Tungara frog,Individuals,80,1,animalSounds_027,animalSounds_029,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_160,animalSounds_176,740,uvw,Bird,Song sparrow,Individuals,69,1,animalSounds_160,animalSounds_176,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2390,animalSounds_028,animalSounds_030,1493,s,Frog,Tungara frog,Individuals,75,1,animalSounds_028,animalSounds_030,9/7/2023 2:04,650,258,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_028,animalSounds_030,3347,s,Frog,Tungara frog,Individuals,75,1,animalSounds_028,animalSounds_030,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_011,animalSounds_012,1384,f,Frog,Hourglass treefrog,Adornment,70,1,animalSounds_011,animalSounds_012,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_124,animalSounds_125,832,st,Mammal,Singing mouse,Rate,78,0,animalSounds_124,animalSounds_125,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_009,animalSounds_010,784,e,Frog,Cope gray treefrog,Rate,NA,1,animalSounds_009,animalSounds_010,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_098,animalSounds_099,1122,bc,Mammal,Gelada,Complexity,55,1,animalSounds_098,animalSounds_099,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_009,animalSounds_010,865,e,Frog,Cope gray treefrog,Rate,NA,1,animalSounds_009,animalSounds_010,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_170,animalSounds_179,2238,zab,Bird,Song sparrow,Individuals,69,0,animalSounds_170,animalSounds_179,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_023,animalSounds_024,655,l,Insect,Pacific field cricket,Complexity,80,1,animalSounds_023,animalSounds_024,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_023,animalSounds_024,737,l,Insect,Pacific field cricket,Complexity,80,1,animalSounds_023,animalSounds_024,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_003,animalSounds_004,962,b,Insect,Pacific field cricket,Complexity,80,1,animalSounds_003,animalSounds_004,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_080,animalSounds_081,2161,sss,Mammal,Gelada,Complexity,55,0,animalSounds_080,animalSounds_081,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2392,animalSounds_172,animalSounds_173,1985,rts,Bird,Song sparrow,Individuals,69,1,animalSounds_172,animalSounds_173,9/7/2023 2:21,500,210,Female,37,United States,English,NA,NA,NA,NA,Completed graduate school,1,NA,NA,I'd prefer not to say
2404,animalSounds_003,animalSounds_004,2166,b,Insect,Pacific field cricket,Complexity,80,1,animalSounds_003,animalSounds_004,9/7/2023 5:39,1000,816,Male,20,United States,English,I have a lot of skill,31-60 minutes,Yes,16-30 minutes,Some undergrad<br>(higher education),1,I was a lot better than them,NA,"Over $150,000"
2404,animalSounds_009,animalSounds_010,3077,e,Frog,Cope gray treefrog,Rate,NA,1,animalSounds_009,animalSounds_010,9/7/2023 5:39,1000,816,Male,20,United States,English,I have a lot of skill,31-60 minutes,Yes,16-30 minutes,Some undergrad<br>(higher education),1,I was a lot better than them,NA,"Over $150,000"
2404,animalSounds_075,animalSounds_074,482,ppp,Frog,Green tree frog,Frequency,75,1,animalSounds_075,animalSounds_074,9/7/2023 5:39,1000,816,Male,20,United States,English,I have a lot of skill,31-60 minutes,Yes,16-30 minutes,Some undergrad<br>(higher education),1,I was a lot better than them,NA,"Over $150,000"
2404,animalSounds_023,animalSounds_024,410,l,Insect,Pacific field cricket,Complexity,80,1,animalSounds_023,animalSounds_024,9/7/2023 5:39,1000,816,Male,20,United States,English,I have a lot of skill,31-60 minutes,Yes,16-30 minutes,Some undergrad<br>(higher education),1,I was a lot better than them,NA,"Over $150,000"
2405,animalSounds_076,animalSounds_077,705,qqq,Mammal,Gelada,Complexity,55,1,animalSounds_076,animalSounds_077,9/7/2023 5:50,1000,685,Female,38,Italy,English,NA,NA,NA,NA,NA,1,NA,NA,NA
2409,animalSounds_073,animalSounds_072,736,mmm,Frog,Green tree frog,Rate,77,1,animalSounds_073,animalSounds_072,9/7/2023 5:53,1000,872,Male,26,United States,English,I have a lot of skill,11-15 minutes,Yes,2-4 hours,Completed graduate school,1,They were a little better than me,NA,"$75,000 to $99,999"
2409,animalSounds_100,animalSounds_101,2333,cd,Mammal,Gelada,Complexity,55,0,animalSounds_100,animalSounds_101,9/7/2023 5:53,1000,872,Male,26,United States,English,I have a lot of skill,11-15 minutes,Yes,2-4 hours,Completed graduate school,1,They were a little better than me,NA,"$75,000 to $99,999"
2409,animalSounds_094,animalSounds_095,747,zzz,Mammal,Gelada,Complexity,55,1,animalSounds_094,animalSounds_095,9/7/2023 5:53,1000,872,Male,26,United States,English,I have a lot of skill,11-15 minutes,Yes,2-4 hours,Completed graduate school,1,They were a little better than me,NA,"$75,000 to $99,999"
2409,animalSounds_126,animalSounds_127,668,tu,Mammal,Singing mouse,Rate,78,1,animalSounds_126,animalSounds_127,9/7/2023 5:53,1000,872,Male,26,United States,English,I have a lot of skill,11-15 minutes,Yes,2-4 hours,Completed graduate school,1,They were a little better than me,NA,"$75,000 to $99,999"
